simulação,mês,faturamento mensal
3216,Mês 05,71463.09
3217,Mês 05,88677.98
3218,Mês 05,62139.10
3219,Mês 05,59088.75
3220,Mês 05,75090.75
3221,Mês 05,85087.61
3222,Mês 05,79049.34
3223,Mês 05,56473.74
3224,Mês 05,90660.35
3225,Mês 05,88025.61
3226,Mês 05,79639.61
3227,Mês 05,74248.21
3228,Mês 05,75861.44
3229,Mês 05,83959.86
3230,Mês 05,58656.39
3231,Mês 05,84009.48
3232,Mês 05,95015.95
3233,Mês 05,88506.87
3234,Mês 05,84920.27
3235,Mês 05,79471.86
3236,Mês 05,83353.50
3237,Mês 05,84122.14
3238,Mês 05,66044.51
3239,Mês 05,94716.69
3240,Mês 05,71784.27
3241,Mês 05,90550.73
3242,Mês 05,93985.92
3243,Mês 05,71866.80
3244,Mês 05,84558.15
3245,Mês 05,66587.96
3246,Mês 05,87367.56
3247,Mês 05,104288.20
3248,Mês 05,69445.00
3249,Mês 05,70584.93
3250,Mês 05,71924.19
3251,Mês 05,69735.75
3252,Mês 05,79649.22
3253,Mês 05,70071.64
3254,Mês 05,83717.44
3255,Mês 05,73209.07
3256,Mês 05,72658.25
3257,Mês 05,76515.73
3258,Mês 05,72235.97
3259,Mês 05,81861.11
3260,Mês 05,89690.97
3261,Mês 05,63939.78
3262,Mês 05,84520.18
3263,Mês 05,88035.85
3264,Mês 05,94622.39
3265,Mês 05,85621.40
3266,Mês 05,102387.21
3267,Mês 05,77862.42
3268,Mês 05,80693.27
3269,Mês 05,82254.63
3270,Mês 05,73404.17
3271,Mês 05,79811.60
3272,Mês 05,84287.41
3273,Mês 05,89119.34
3274,Mês 05,90144.97
3275,Mês 05,99336.33
3276,Mês 05,82756.97
3277,Mês 05,64043.85
3278,Mês 05,66910.67
3279,Mês 05,109273.69
3280,Mês 05,64443.06
3281,Mês 05,80731.79
3282,Mês 05,68292.36
3283,Mês 05,89944.72
3284,Mês 05,80704.60
3285,Mês 05,63175.63
3286,Mês 05,68530.59
3287,Mês 05,68190.84
3288,Mês 05,82369.92
3289,Mês 05,69783.72
3290,Mês 05,75681.53
3291,Mês 05,85594.77
3292,Mês 05,95066.25
3293,Mês 05,88552.75
3294,Mês 05,82839.64
3295,Mês 05,89375.64
3296,Mês 05,82164.49
3297,Mês 05,78075.80
3298,Mês 05,76719.01
3299,Mês 05,83065.46
3300,Mês 05,78465.03
3301,Mês 05,63930.99
3302,Mês 05,45519.57
3303,Mês 05,60155.91
3304,Mês 05,76297.66
3305,Mês 05,75670.70
3306,Mês 05,99878.21
3307,Mês 05,65965.02
3308,Mês 05,82124.45
3309,Mês 05,88301.97
3310,Mês 05,85574.19
3311,Mês 05,85696.44
3312,Mês 05,70428.13
3313,Mês 05,99249.79
3314,Mês 05,76160.40
3315,Mês 05,80420.17
3316,Mês 05,73824.64
3317,Mês 05,83778.03
3318,Mês 05,72531.16
3319,Mês 05,86183.97
3320,Mês 05,79281.20
3321,Mês 05,93064.34
3322,Mês 05,93329.82
3323,Mês 05,81391.74
3324,Mês 05,79514.48
3325,Mês 05,87354.47
3326,Mês 05,80526.91
3327,Mês 05,73062.05
3328,Mês 05,88822.57
3329,Mês 05,75525.52
3330,Mês 05,88927.63
3331,Mês 05,73384.59
3332,Mês 05,76015.52
3333,Mês 05,107104.92
3334,Mês 05,75281.42
3335,Mês 05,82320.35
3336,Mês 05,70670.96
3337,Mês 05,77330.44
3338,Mês 05,74125.57
3339,Mês 05,78603.14
3340,Mês 05,77763.56
3341,Mês 05,81611.67
3342,Mês 05,81152.95
3343,Mês 05,85024.06
3344,Mês 05,89938.20
3345,Mês 05,91852.47
3346,Mês 05,67970.98
3347,Mês 05,75932.60
3348,Mês 05,90552.39
3349,Mês 05,80854.19
3350,Mês 05,103803.26
3351,Mês 05,80052.37
3352,Mês 05,85802.08
3353,Mês 05,78963.08
3354,Mês 05,66582.36
3355,Mês 05,71781.10
3356,Mês 05,82578.34
3357,Mês 05,95571.39
3358,Mês 05,66361.08
3359,Mês 05,80314.92
3360,Mês 05,77346.56
3361,Mês 05,84349.59
3362,Mês 05,76252.81
3363,Mês 05,73727.42
3364,Mês 05,73892.47
3365,Mês 05,76050.56
3366,Mês 05,80787.65
3367,Mês 05,70984.77
3368,Mês 05,78174.27
3369,Mês 05,95725.74
3370,Mês 05,74026.26
3371,Mês 05,77002.87
3372,Mês 05,76834.72
3373,Mês 05,89212.66
3374,Mês 05,73655.91
3375,Mês 05,83021.38
3376,Mês 05,89785.57
3377,Mês 05,84056.77
3378,Mês 05,90508.71
3379,Mês 05,78133.52
3380,Mês 05,71670.70
3381,Mês 05,77843.90
3382,Mês 05,90570.62
3383,Mês 05,73900.00
3384,Mês 05,101667.42
3385,Mês 05,70015.25
3386,Mês 05,79647.82
3387,Mês 05,77712.94
3388,Mês 05,66390.04
3389,Mês 05,82743.45
3390,Mês 05,83708.28
3391,Mês 05,90726.44
3392,Mês 05,84943.59
3393,Mês 05,73374.46
3394,Mês 05,83030.69
3395,Mês 05,87914.98
3396,Mês 05,84011.88
3397,Mês 05,77705.07
3398,Mês 05,79529.95
3399,Mês 05,79781.97
3400,Mês 05,75969.50
3401,Mês 05,75205.29
3402,Mês 05,77995.89
3403,Mês 05,79971.14
3404,Mês 05,65574.69
3405,Mês 05,76399.31
3406,Mês 05,67800.85
3407,Mês 05,55609.53
3408,Mês 05,96894.87
3409,Mês 05,93136.43
3410,Mês 05,53143.12
3411,Mês 05,86503.93
3412,Mês 05,88505.95
3413,Mês 05,81166.79
3414,Mês 05,82650.73
3415,Mês 05,78183.29
3416,Mês 05,85516.68
3417,Mês 05,87609.15
3418,Mês 05,89582.73
3419,Mês 05,83163.82
3420,Mês 05,85087.70
3421,Mês 05,83836.76
3422,Mês 05,91551.29
3423,Mês 05,72334.90
3424,Mês 05,92433.76
3425,Mês 05,85274.77
3426,Mês 05,81171.64
3427,Mês 05,69813.64
3428,Mês 05,84831.79
3429,Mês 05,79565.12
3430,Mês 05,79190.68
3431,Mês 05,85754.41
3432,Mês 05,82747.19
3433,Mês 05,64674.18
3434,Mês 05,72572.51
3435,Mês 05,69184.62
3436,Mês 05,82105.29
3437,Mês 05,79049.13
3438,Mês 05,103768.99
3439,Mês 05,92944.09
3440,Mês 05,75177.94
3441,Mês 05,78318.90
3442,Mês 05,84128.35
3443,Mês 05,90494.32
3444,Mês 05,72147.97
3445,Mês 05,76512.90
3446,Mês 05,82858.80
3447,Mês 05,73151.90
3448,Mês 05,98371.63
3449,Mês 05,65672.59
3450,Mês 05,82020.86
3451,Mês 05,80577.69
3452,Mês 05,59802.78
3453,Mês 05,69266.93
3454,Mês 05,90487.44
3455,Mês 05,103923.27
3456,Mês 05,71541.00
3457,Mês 05,93158.58
3458,Mês 05,75162.41
3459,Mês 05,78479.38
3460,Mês 05,98991.39
3461,Mês 05,91972.30
3462,Mês 05,64243.15
3463,Mês 05,101157.76
3464,Mês 05,54883.61
3465,Mês 05,58766.67
3466,Mês 05,79636.93
3467,Mês 05,80320.69
3468,Mês 05,77679.94
3469,Mês 05,80268.19
3470,Mês 05,80494.66
3471,Mês 05,99022.06
3472,Mês 05,81997.48
3473,Mês 05,87870.68
3474,Mês 05,83852.00
3475,Mês 05,93569.10
3476,Mês 05,74454.92
3477,Mês 05,81814.22
3478,Mês 05,79961.54
3479,Mês 05,66050.26
3480,Mês 05,75772.56
3481,Mês 05,81101.43
3482,Mês 05,94456.17
3483,Mês 05,88247.84
3484,Mês 05,83922.93
3485,Mês 05,83628.65
3486,Mês 05,70714.72
3487,Mês 05,75436.29
3488,Mês 05,78686.83
3489,Mês 05,94450.68
3490,Mês 05,79086.61
3491,Mês 05,70980.89
3492,Mês 05,77374.99
3493,Mês 05,98585.98
3494,Mês 05,77644.16
3495,Mês 05,72288.74
3496,Mês 05,79522.93
3497,Mês 05,83510.27
3498,Mês 05,88810.60
3499,Mês 05,71945.23
3500,Mês 05,98426.94
3501,Mês 05,79215.79
3502,Mês 05,68729.71
3503,Mês 05,79012.90
3504,Mês 05,81976.56
3505,Mês 05,82994.69
3506,Mês 05,89837.57
3507,Mês 05,84965.25
3508,Mês 05,99609.73
3509,Mês 05,85478.89
3510,Mês 05,96928.89
3511,Mês 05,90826.27
3512,Mês 05,89874.96
3513,Mês 05,93167.91
3514,Mês 05,62530.40
3515,Mês 05,82193.71
3516,Mês 05,78732.04
3517,Mês 05,90076.32
3518,Mês 05,88332.18
3519,Mês 05,71850.18
3520,Mês 05,82779.83
3521,Mês 05,70350.83
3522,Mês 05,82607.07
3523,Mês 05,80042.72
3524,Mês 05,82222.87
3525,Mês 05,94428.21
3526,Mês 05,91335.60
3527,Mês 05,76742.74
3528,Mês 05,76704.02
3529,Mês 05,85867.41
3530,Mês 05,83786.94
3531,Mês 05,79441.45
3532,Mês 05,79240.68
3533,Mês 05,98854.28
3534,Mês 05,69558.71
3535,Mês 05,106099.45
3536,Mês 05,70459.37
3537,Mês 05,76090.36
3538,Mês 05,103804.39
3539,Mês 05,74486.21
3540,Mês 05,82290.94
3541,Mês 05,78686.26
3542,Mês 05,76829.69
3543,Mês 05,69434.13
3544,Mês 05,88300.11
3545,Mês 05,76893.53
3546,Mês 05,81198.09
3547,Mês 05,75101.01
3548,Mês 05,70011.50
3549,Mês 05,83066.71
3550,Mês 05,95261.27
3551,Mês 05,94726.25
3552,Mês 05,91649.93
3553,Mês 05,85782.83
3554,Mês 05,74165.22
3555,Mês 05,75902.20
3556,Mês 05,76950.02
3557,Mês 05,82749.81
3558,Mês 05,61263.72
3559,Mês 05,65548.40
3560,Mês 05,88120.75
3561,Mês 05,56673.74
3562,Mês 05,89496.17
3563,Mês 05,59995.39
3564,Mês 05,99127.98
3565,Mês 05,84368.17
3566,Mês 05,76587.16
3567,Mês 05,81009.26
3568,Mês 05,83392.78
3569,Mês 05,83321.30
3570,Mês 05,84862.40
3571,Mês 05,84466.90
3572,Mês 05,95211.34
3573,Mês 05,78158.37
3574,Mês 05,76371.60
3575,Mês 05,87944.41
3576,Mês 05,102753.15
3577,Mês 05,81733.08
3578,Mês 05,91518.52
3579,Mês 05,65275.20
3580,Mês 05,88805.24
3581,Mês 05,75452.46
3582,Mês 05,70012.94
3583,Mês 05,87447.89
3584,Mês 05,72772.94
3585,Mês 05,64143.76
3586,Mês 05,73523.61
3587,Mês 05,66562.53
3588,Mês 05,79740.08
3589,Mês 05,89781.29
3590,Mês 05,80469.38
3591,Mês 05,83058.49
3592,Mês 05,86399.37
3593,Mês 05,88641.38
3594,Mês 05,67268.86
3595,Mês 05,77943.62
3596,Mês 05,64523.67
3597,Mês 05,77073.65
3598,Mês 05,78626.51
3599,Mês 05,88810.42
3600,Mês 05,83245.93
3601,Mês 05,88757.97
3602,Mês 05,77805.46
3603,Mês 05,67085.96
3604,Mês 05,71181.18
3605,Mês 05,70758.15
3606,Mês 05,80131.41
3607,Mês 05,90287.14
3608,Mês 05,89859.87
3609,Mês 05,74767.01
3610,Mês 05,77903.41
3611,Mês 05,92983.45
3612,Mês 05,88135.34
3613,Mês 05,99087.24
3614,Mês 05,72153.15
3615,Mês 05,76392.89
3616,Mês 05,81726.45
3617,Mês 05,75901.83
3618,Mês 05,72912.00
3619,Mês 05,76714.79
3620,Mês 05,68195.65
3621,Mês 05,81422.77
3622,Mês 05,65283.64
3623,Mês 05,70870.71
3624,Mês 05,80066.32
3625,Mês 05,80853.98
3626,Mês 05,85595.64
3627,Mês 05,94525.83
3628,Mês 05,77979.55
3629,Mês 05,82932.91
3630,Mês 05,95647.61
3631,Mês 05,68721.36
3632,Mês 05,78494.66
3633,Mês 05,75543.17
3634,Mês 05,94195.79
3635,Mês 05,60369.11
3636,Mês 05,60937.73
3637,Mês 05,74772.08
3638,Mês 05,85457.27
3639,Mês 05,91061.10
3640,Mês 05,85900.47
3641,Mês 05,75726.12
3642,Mês 05,79833.73
3643,Mês 05,86931.29
3644,Mês 05,72397.88
3645,Mês 05,57895.96
3646,Mês 05,76584.66
3647,Mês 05,88465.66
3648,Mês 05,80933.55
3649,Mês 05,67909.13
3650,Mês 05,79260.65
3651,Mês 05,100819.08
3652,Mês 05,62925.55
3653,Mês 05,68173.47
3654,Mês 05,84236.42
3655,Mês 05,77915.53
3656,Mês 05,89527.53
3657,Mês 05,76399.29
3658,Mês 05,72408.49
3659,Mês 05,78380.21
3660,Mês 05,88366.15
3661,Mês 05,86512.29
3662,Mês 05,87379.97
3663,Mês 05,91489.29
3664,Mês 05,83020.58
3665,Mês 05,73462.13
3666,Mês 05,78539.03
3667,Mês 05,73784.12
3668,Mês 05,89092.50
3669,Mês 05,98040.34
3670,Mês 05,105390.40
3671,Mês 05,95860.02
3672,Mês 05,72594.12
3673,Mês 05,81295.90
3674,Mês 05,77956.02
3675,Mês 05,68750.56
3676,Mês 05,76175.61
3677,Mês 05,72983.51
3678,Mês 05,79056.98
3679,Mês 05,86045.26
3680,Mês 05,95121.02
3681,Mês 05,86373.52
3682,Mês 05,81490.70
3683,Mês 05,85310.60
3684,Mês 05,86267.53
3685,Mês 05,81429.03
3686,Mês 05,76257.18
3687,Mês 05,75730.38
3688,Mês 05,75427.47
3689,Mês 05,86932.86
3690,Mês 05,73205.62
3691,Mês 05,63996.30
3692,Mês 05,98144.02
3693,Mês 05,74359.44
3694,Mês 05,55096.11
3695,Mês 05,83961.51
3696,Mês 05,74909.26
3697,Mês 05,81803.14
3698,Mês 05,90738.01
3699,Mês 05,92578.43
3700,Mês 05,70985.93
3701,Mês 05,88651.37
3702,Mês 05,89659.08
3703,Mês 05,90558.34
3704,Mês 05,83729.04
3705,Mês 05,94141.11
3706,Mês 05,76188.44
3707,Mês 05,94867.44
3708,Mês 05,82375.44
3709,Mês 05,100764.85
3710,Mês 05,81014.24
3711,Mês 05,84113.21
3712,Mês 05,68581.21
3713,Mês 05,66607.65
3714,Mês 05,94186.73
3715,Mês 05,56717.88
3716,Mês 05,64072.09
3717,Mês 05,89607.10
3718,Mês 05,80622.88
3719,Mês 05,84486.57
3720,Mês 05,80181.49
3721,Mês 05,86138.03
3722,Mês 05,82650.26
3723,Mês 05,54481.71
3724,Mês 05,75212.66
3725,Mês 05,82436.07
3726,Mês 05,84604.13
3727,Mês 05,90111.31
3728,Mês 05,72276.35
3729,Mês 05,67005.15
3730,Mês 05,81272.87
3731,Mês 05,67395.14
3732,Mês 05,82545.00
3733,Mês 05,73452.85
3734,Mês 05,92388.81
3735,Mês 05,70548.49
3736,Mês 05,82114.34
3737,Mês 05,63584.20
3738,Mês 05,76654.71
3739,Mês 05,67266.09
3740,Mês 05,56869.75
3741,Mês 05,88395.90
3742,Mês 05,71879.45
3743,Mês 05,80816.44
3744,Mês 05,67229.97
3745,Mês 05,76415.55
3746,Mês 05,85548.23
3747,Mês 05,73936.78
3748,Mês 05,71608.78
3749,Mês 05,65713.09
3750,Mês 05,80021.93
3751,Mês 05,88561.53
3752,Mês 05,72887.32
3753,Mês 05,66543.53
3754,Mês 05,72881.66
3755,Mês 05,83925.76
3756,Mês 05,77460.05
3757,Mês 05,89047.25
3758,Mês 05,83892.17
3759,Mês 05,70268.08
3760,Mês 05,100901.49
3761,Mês 05,71903.50
3762,Mês 05,91096.07
3763,Mês 05,87241.30
3764,Mês 05,92144.81
3765,Mês 05,77831.15
3766,Mês 05,74996.23
3767,Mês 05,65603.05
3768,Mês 05,67397.21
3769,Mês 05,81420.61
3770,Mês 05,82208.48
3771,Mês 05,83798.38
3772,Mês 05,71071.98
3773,Mês 05,73041.89
3774,Mês 05,76054.00
3775,Mês 05,70920.35
3776,Mês 05,86620.06
3777,Mês 05,81811.92
3778,Mês 05,72745.10
3779,Mês 05,85929.63
3780,Mês 05,85482.23
3781,Mês 05,65959.45
3782,Mês 05,80161.68
3783,Mês 05,70231.68
3784,Mês 05,90768.04
3785,Mês 05,85400.07
3786,Mês 05,91524.56
3787,Mês 05,98821.19
3788,Mês 05,80201.54
3789,Mês 05,72901.40
3790,Mês 05,92287.17
3791,Mês 05,76443.87
3792,Mês 05,72567.22
3793,Mês 05,57302.52
3794,Mês 05,70895.40
3795,Mês 05,83307.82
3796,Mês 05,91465.26
3797,Mês 05,91224.25
3798,Mês 05,92160.02
3799,Mês 05,60839.47
3800,Mês 05,85438.38
3801,Mês 05,81673.07
3802,Mês 05,77473.75
3803,Mês 05,78229.74
3804,Mês 05,84710.91
3805,Mês 05,90129.33
3806,Mês 05,73339.02
3807,Mês 05,85668.38
3808,Mês 05,73791.04
3809,Mês 05,78969.59
3810,Mês 05,73158.46
3811,Mês 05,77929.28
3812,Mês 05,93097.55
3813,Mês 05,84429.93
3814,Mês 05,76437.73
3815,Mês 05,78811.75
3816,Mês 05,84864.12
3817,Mês 05,74077.44
3818,Mês 05,85914.92
3819,Mês 05,103559.68
3820,Mês 05,66596.95
3821,Mês 05,98758.58
3822,Mês 05,83180.11
3823,Mês 05,67880.58
3824,Mês 05,92850.98
3825,Mês 05,70584.01
3826,Mês 05,91527.51
3827,Mês 05,61994.59
3828,Mês 05,84770.62
3829,Mês 05,69453.62
3830,Mês 05,76039.37
3831,Mês 05,77879.66
3832,Mês 05,83359.69
3833,Mês 05,62442.11
3834,Mês 05,85120.30
3835,Mês 05,85871.48
3836,Mês 05,89310.33
3837,Mês 05,69602.22
3838,Mês 05,94916.14
3839,Mês 05,79036.11
3840,Mês 05,71680.85
3841,Mês 05,67721.21
3842,Mês 05,81787.99
3843,Mês 05,85520.15
3844,Mês 05,97470.87
3845,Mês 05,75530.64
3846,Mês 05,89565.11
3847,Mês 05,81576.39
3848,Mês 05,80234.08
3849,Mês 05,60300.39
3850,Mês 05,88865.72
3851,Mês 05,66685.99
3852,Mês 05,74058.33
3853,Mês 05,84315.78
3854,Mês 05,82086.18
3855,Mês 05,86374.29
3856,Mês 05,86884.06
3857,Mês 05,86526.70
3858,Mês 05,85269.67
3859,Mês 05,84465.40
3860,Mês 05,91550.13
3861,Mês 05,64146.42
3862,Mês 05,80801.72
3863,Mês 05,60924.18
3864,Mês 05,87800.01
3865,Mês 05,73739.40
3866,Mês 05,63336.69
3867,Mês 05,76328.13
3868,Mês 05,78308.81
3869,Mês 05,92379.74
3870,Mês 05,72756.67
3871,Mês 05,84693.15
3872,Mês 05,55616.20
3873,Mês 05,66182.85
3874,Mês 05,82977.36
3875,Mês 05,92381.46
3876,Mês 05,77337.16
3877,Mês 05,70617.93
3878,Mês 05,65987.08
3879,Mês 05,98761.07
3880,Mês 05,74456.28
3881,Mês 05,88933.75
3882,Mês 05,47118.43
3883,Mês 05,59246.83
3884,Mês 05,71972.11
3885,Mês 05,54359.14
3886,Mês 05,90592.43
3887,Mês 05,74924.21
3888,Mês 05,65296.80
3889,Mês 05,80144.02
3890,Mês 05,68137.97
3891,Mês 05,75817.69
3892,Mês 05,64981.00
3893,Mês 05,94780.26
3894,Mês 05,76207.06
3895,Mês 05,83132.67
3896,Mês 05,77083.95
3897,Mês 05,76422.85
3898,Mês 05,84091.82
3899,Mês 05,85046.55
3900,Mês 05,87057.45
3901,Mês 05,83338.76
3902,Mês 05,96834.86
3903,Mês 05,86133.44
3904,Mês 05,77609.77
3905,Mês 05,91062.78
3906,Mês 05,77340.91
3907,Mês 05,84898.41
3908,Mês 05,64372.15
3909,Mês 05,50476.68
3910,Mês 05,76635.95
3911,Mês 05,85594.95
3912,Mês 05,80870.67
3913,Mês 05,83975.72
3914,Mês 05,72115.71
3915,Mês 05,87568.18
3916,Mês 05,96539.19
3917,Mês 05,85495.93
3918,Mês 05,82936.51
3919,Mês 05,83171.66
3920,Mês 05,96314.65
3921,Mês 05,70312.00
3922,Mês 05,79480.48
3923,Mês 05,66891.82
3924,Mês 05,81566.16
3925,Mês 05,87170.74
3926,Mês 05,76545.06
3927,Mês 05,83374.47
3928,Mês 05,85653.40
3929,Mês 05,93336.26
3930,Mês 05,71074.42
3931,Mês 05,71938.26
3932,Mês 05,67357.35
3933,Mês 05,78940.19
3934,Mês 05,76522.65
3935,Mês 05,74480.23
3936,Mês 05,62965.41
3937,Mês 05,77548.49
3938,Mês 05,73424.99
3939,Mês 05,71038.39
3940,Mês 05,91164.81
3941,Mês 05,97849.69
3942,Mês 05,80333.73
3943,Mês 05,73708.11
3944,Mês 05,60463.49
3945,Mês 05,68831.96
3946,Mês 05,89448.19
3947,Mês 05,88621.52
3948,Mês 05,86961.38
3949,Mês 05,76372.21
3950,Mês 05,72881.91
3951,Mês 05,95130.32
3952,Mês 05,85426.11
3953,Mês 05,67023.64
3954,Mês 05,77715.30
3955,Mês 05,90557.01
3956,Mês 05,96626.27
3957,Mês 05,74068.68
3958,Mês 05,75054.12
3959,Mês 05,91511.43
3960,Mês 05,90798.77
3961,Mês 05,73500.74
3962,Mês 05,78540.21
3963,Mês 05,63332.10
3964,Mês 05,102049.99
3965,Mês 05,74755.69
3966,Mês 05,87156.99
3967,Mês 05,86780.39
3968,Mês 05,99487.88
3969,Mês 05,68639.09
3970,Mês 05,90966.46
3971,Mês 05,85468.50
3972,Mês 05,75605.76
3973,Mês 05,73009.15
3974,Mês 05,88682.01
3975,Mês 05,77493.50
3976,Mês 05,101870.67
3977,Mês 05,87111.14
3978,Mês 05,84864.86
3979,Mês 05,70988.73
3980,Mês 05,82548.98
3981,Mês 05,77990.58
3982,Mês 05,74874.42
3983,Mês 05,71108.83
3984,Mês 05,89329.58
3985,Mês 05,78805.89
3986,Mês 05,88963.88
3987,Mês 05,70268.51
3988,Mês 05,84017.50
3989,Mês 05,85068.69
3990,Mês 05,85811.05
3991,Mês 05,59814.08
3992,Mês 05,89524.88
3993,Mês 05,98348.89
3994,Mês 05,53706.00
3995,Mês 05,75084.31
3996,Mês 05,75546.90
3997,Mês 05,75039.68
3998,Mês 05,69875.42
3999,Mês 05,79518.29
4000,Mês 05,70346.68
4001,Mês 05,79845.59
4002,Mês 05,86743.81
4003,Mês 05,99782.23
4004,Mês 05,98817.60
4005,Mês 05,69967.95
4006,Mês 05,80008.87
4007,Mês 05,64632.85
4008,Mês 05,75558.56
4009,Mês 05,93602.71
4010,Mês 05,69120.28
4011,Mês 05,57381.76
4012,Mês 05,89890.54
4013,Mês 05,58270.75
4014,Mês 05,77383.85
4015,Mês 05,83796.86
4016,Mês 05,73531.06
4017,Mês 05,96588.52
4018,Mês 05,77423.44
4019,Mês 05,66431.13
4020,Mês 05,94930.20
4021,Mês 05,105179.02
4022,Mês 05,71693.74
4023,Mês 05,66918.51
4024,Mês 05,70271.19
4025,Mês 05,69796.18
4026,Mês 05,93466.16
4027,Mês 05,80444.00
4028,Mês 05,83169.84
4029,Mês 05,64459.86
4030,Mês 05,85555.80
4031,Mês 05,69290.22
4032,Mês 05,65621.05
4033,Mês 05,89658.91
4034,Mês 05,83609.74
4035,Mês 05,90055.77
4036,Mês 05,90130.99
4037,Mês 05,86402.73
4038,Mês 05,76262.31
4039,Mês 05,91818.53
4040,Mês 05,77755.35
4041,Mês 05,74229.36
4042,Mês 05,65537.10
4043,Mês 05,67185.92
4044,Mês 05,69164.68
4045,Mês 05,78640.25
4046,Mês 05,72052.72
4047,Mês 05,81883.93
4048,Mês 05,90723.25
4049,Mês 05,71940.08
4050,Mês 05,76124.08
4051,Mês 05,70755.95
4052,Mês 05,75965.55
4053,Mês 05,88851.53
4054,Mês 05,85095.99
4055,Mês 05,88306.24
4056,Mês 05,91625.49
4057,Mês 05,60075.61
4058,Mês 05,80069.36
4059,Mês 05,78871.02
4060,Mês 05,96729.30
4061,Mês 05,64436.63
4062,Mês 05,81660.59
4063,Mês 05,82928.93
4064,Mês 05,89352.22
4065,Mês 05,81755.22
4066,Mês 05,68936.51
4067,Mês 05,82228.03
4068,Mês 05,90144.04
4069,Mês 05,88076.59
4070,Mês 05,94854.55
4071,Mês 05,53962.63
4072,Mês 05,77540.10
4073,Mês 05,76958.62
4074,Mês 05,82512.69
4075,Mês 05,83047.77
4076,Mês 05,72574.59
4077,Mês 05,61609.06
4078,Mês 05,55317.10
4079,Mês 05,85437.93
4080,Mês 05,70578.98
4081,Mês 05,96906.03
4082,Mês 05,83357.31
4083,Mês 05,65992.84
4084,Mês 05,104142.48
4085,Mês 05,97065.36
4086,Mês 05,95042.36
4087,Mês 05,73326.06
4088,Mês 05,73062.68
4089,Mês 05,89719.11
4090,Mês 05,76405.70
4091,Mês 05,82897.71
4092,Mês 05,83586.24
4093,Mês 05,78294.66
4094,Mês 05,95211.76
4095,Mês 05,81164.90
4096,Mês 05,80958.49
4097,Mês 05,88335.58
4098,Mês 05,86163.71
4099,Mês 05,75235.07
4100,Mês 05,63786.72
4101,Mês 05,82506.83
4102,Mês 05,75533.85
4103,Mês 05,73233.24
4104,Mês 05,72804.46
4105,Mês 05,67878.26
4106,Mês 05,74906.22
4107,Mês 05,95486.24
4108,Mês 05,86011.31
4109,Mês 05,71000.31
4110,Mês 05,84739.46
4111,Mês 05,102922.12
4112,Mês 05,88600.71
4113,Mês 05,86813.14
4114,Mês 05,77479.51
4115,Mês 05,97987.95
4116,Mês 05,77448.11
4117,Mês 05,84681.46
4118,Mês 05,81285.31
4119,Mês 05,65605.58
4120,Mês 05,82669.94
4121,Mês 05,93309.07
4122,Mês 05,83686.00
4123,Mês 05,62789.84
4124,Mês 05,91376.37
4125,Mês 05,70759.77
4126,Mês 05,78765.06
4127,Mês 05,104891.80
4128,Mês 05,103181.47
4129,Mês 05,89953.25
4130,Mês 05,80197.33
4131,Mês 05,83805.02
4132,Mês 05,68796.24
4133,Mês 05,92035.68
4134,Mês 05,80681.11
4135,Mês 05,73801.25
4136,Mês 05,92692.12
4137,Mês 05,79793.54
4138,Mês 05,88442.17
4139,Mês 05,71895.12
4140,Mês 05,93596.28
4141,Mês 05,84055.50
4142,Mês 05,85460.26
4143,Mês 05,71516.01
4144,Mês 05,70200.54
4145,Mês 05,79338.29
4146,Mês 05,89560.56
4147,Mês 05,80519.06
4148,Mês 05,78736.64
4149,Mês 05,91349.77
4150,Mês 05,79240.23
4151,Mês 05,77328.48
4152,Mês 05,79765.81
4153,Mês 05,91390.88
4154,Mês 05,76369.41
4155,Mês 05,78656.14
4156,Mês 05,97196.14
4157,Mês 05,83468.19
4158,Mês 05,67901.68
4159,Mês 05,80732.88
4160,Mês 05,91251.39
4161,Mês 05,84070.33
4162,Mês 05,80603.95
4163,Mês 05,75118.12
4164,Mês 05,69142.24
4165,Mês 05,80137.79
4166,Mês 05,83647.95
4167,Mês 05,79750.77
4168,Mês 05,94857.32
4169,Mês 05,74244.23
4170,Mês 05,91486.25
4171,Mês 05,76625.11
4172,Mês 05,75531.65
4173,Mês 05,67803.82
4174,Mês 05,104145.49
4175,Mês 05,75907.90
4176,Mês 05,85542.27
4177,Mês 05,80200.25
4178,Mês 05,76563.40
4179,Mês 05,86977.89
4180,Mês 05,69818.02
4181,Mês 05,69862.78
4182,Mês 05,89343.69
4183,Mês 05,95879.79
4184,Mês 05,81806.45
4185,Mês 05,92591.58
4186,Mês 05,80077.17
4187,Mês 05,53667.34
4188,Mês 05,88189.54
4189,Mês 05,77791.16
4190,Mês 05,78402.10
4191,Mês 05,92640.84
4192,Mês 05,71011.40
4193,Mês 05,73053.20
4194,Mês 05,70320.10
4195,Mês 05,86607.77
4196,Mês 05,73951.96
4197,Mês 05,89263.56
4198,Mês 05,83231.32
4199,Mês 05,89814.08
4200,Mês 05,63717.18
4201,Mês 05,74950.24
4202,Mês 05,85984.96
4203,Mês 05,77136.36
4204,Mês 05,96035.35
4205,Mês 05,76716.40
4206,Mês 05,75191.46
4207,Mês 05,73762.46
4208,Mês 05,76529.46
4209,Mês 05,88881.08
4210,Mês 05,90124.20
4211,Mês 05,76533.26
4212,Mês 05,85447.51
4213,Mês 05,63868.14
